stroke_team_id,stroke_type,admissions,proportion_of_all_with_ivt,proportion_of_all_with_mt,proportion_of_mt_with_ivt,proportion1_of_all_with_onset_known_ivt,proportion2_of_mask1_with_onset_to_arrival_on_time_ivt,proportion3_of_mask2_with_arrival_to_scan_on_time_ivt,proportion4_of_mask3_with_onset_to_scan_on_time_ivt,proportion5_of_mask4_with_enough_time_to_treat_ivt,proportion6_of_mask5_with_treated_ivt,lognorm_mu_onset_arrival_mins_ivt,lognorm_sigma_onset_arrival_mins_ivt,lognorm_mu_arrival_scan_arrival_mins_ivt,lognorm_sigma_arrival_scan_arrival_mins_ivt,lognorm_mu_scan_needle_mins_ivt,lognorm_sigma_scan_needle_mins_ivt,proportion1_of_all_with_onset_known_mt,proportion2_of_mask1_with_onset_to_arrival_on_time_mt,proportion3_of_mask2_with_arrival_to_scan_on_time_mt,proportion4_of_mask3_with_onset_to_scan_on_time_mt,proportion5_of_mask4_with_enough_time_to_treat_mt,proportion6_of_mask5_with_treated_mt,lognorm_mu_onset_arrival_mins_mt,lognorm_sigma_onset_arrival_mins_mt,lognorm_mu_arrival_scan_arrival_mins_mt,lognorm_sigma_arrival_scan_arrival_mins_mt,lognorm_mu_scan_puncture_mins_mt,lognorm_sigma_scan_puncture_mins_mt,proportion_of_all_with_mask6_and_ivt,proportion_of_all_with_mask6_and_mt
79,lvo,138.5,0.32852,0.050542,0.642857,0.700361,0.814433,0.987342,0.929487,1.0,0.558621,4.533203,0.564651,3.439667,0.602076,3.003401,0.763483,0.700361,0.876289,0.994118,0.982249,1.0,0.066265,4.611362,0.614552,3.481003,0.616091,5.067157,0.401035,0.292419,0.039711
79,nlvo,536.5,0.121156,0.006524,0.571429,0.591799,0.618898,0.97201,0.814136,1.0,0.353698,4.68986,0.575026,3.681471,0.677531,2.948827,0.829903,0.591799,0.746457,0.978903,0.918103,1.0,0.004695,4.85597,0.640871,3.726955,0.680867,,,0.102516,0.001864
79,other,92.5,0.0,0.0,,0.627027,0.715517,0.939759,0.858974,1.0,0.0,4.592141,0.599629,3.555551,0.617352,,,0.627027,0.818966,0.957895,0.879121,1.0,0.0,4.740531,0.68482,3.674455,0.715268,,,0.0,0.0
79,mixed,767.5,0.143974,0.013681,0.619048,0.615635,0.670899,0.971609,0.849026,1.0,0.365201,4.638026,0.578885,3.60429,0.659045,2.971971,0.800802,0.615635,0.782011,0.979702,0.928177,1.0,0.019345,4.78486,0.647991,3.662945,0.677598,5.13708,0.415982,0.12443,0.008469
80,lvo,35.5,0.408451,0.014085,0.0,1.0,0.549296,1.0,0.948718,1.0,0.756757,4.694963,0.440256,2.229916,0.726516,3.690965,0.548705,1.0,0.661972,1.0,0.87234,1.0,0.02439,4.87929,0.576353,2.36151,0.801226,,,0.394366,0.014085
80,nlvo,145.0,0.206897,0.0,,1.0,0.3,0.965517,0.940476,1.0,0.746835,4.485446,0.563266,2.485816,0.888352,3.655227,0.449661,1.0,0.413793,0.966667,0.836207,1.0,0.0,4.822855,0.730859,2.911326,1.183154,,,0.203448,0.0
80,other,30.5,0.0,0.0,,1.0,0.557377,0.911765,0.935484,1.0,0.0,4.638936,0.595772,2.439939,0.887877,,,1.0,0.606557,0.972973,0.888889,1.0,0.0,4.727759,0.64638,2.769251,1.306613,,,0.0,0.0
80,mixed,211.0,0.2109,0.00237,0.0,1.0,0.379147,0.9625,0.941558,1.0,0.6,4.569132,0.548044,2.411775,0.851692,3.666729,0.480802,1.0,0.483412,0.97549,0.854271,1.0,0.005882,4.81861,0.681806,2.755768,1.14677,,,0.206161,0.00237
81,lvo,47.5,0.273684,0.0,,0.768421,0.753425,0.981818,0.962963,1.0,0.480769,4.43954,0.5915,2.863615,0.895106,3.795509,0.458217,0.768421,0.849315,0.967742,0.966667,1.0,0.0,4.574897,0.676079,2.936197,0.995924,,,0.263158,0.0
81,nlvo,272.0,0.086397,0.0,,0.761029,0.478261,0.944444,0.823529,1.0,0.292208,4.597492,0.540368,3.145224,1.177935,3.74477,0.817516,0.761029,0.584541,0.971074,0.880851,1.0,0.0,4.797002,0.649012,3.302084,1.26009,,,0.082721,0.0
81,other,45.5,0.0,0.0,,0.725275,0.712121,0.957447,0.888889,1.0,0.0,4.480386,0.691829,3.259062,0.91963,,,0.725275,0.757576,1.0,0.98,1.0,0.0,4.548034,0.722863,3.267364,1.090587,,,0.0,0.0
81,mixed,365.0,0.1,0.0,,0.757534,0.542495,0.953333,0.86014,1.0,0.284553,4.550188,0.577676,3.109965,1.095873,3.762891,0.706975,0.757534,0.640145,0.974576,0.910145,1.0,0.0,4.722938,0.671591,3.23342,1.199342,,,0.09589,0.0
82,lvo,132.0,0.238636,0.026515,0.714286,0.871212,0.595652,1.0,0.919708,1.0,0.452381,4.606935,0.51836,3.249915,0.585969,3.524142,0.583534,0.871212,0.691304,1.0,0.949686,1.0,0.046358,4.754941,0.608639,3.33456,0.640967,,,0.215909,0.026515
82,nlvo,375.0,0.090667,0.0,,0.749333,0.476868,0.977612,0.79771,1.0,0.320574,4.746743,0.620103,3.623884,0.898126,3.530782,0.590646,0.749333,0.6121,0.994186,0.865497,1.0,0.0,4.94847,0.667792,3.758479,0.92933,,,0.089333,0.0
82,other,73.5,0.0,0.0,,0.843537,0.612903,0.986842,0.853333,1.0,0.0,4.638496,0.519815,3.520656,0.676245,,,0.843537,0.766129,0.989474,0.914894,1.0,0.0,4.849004,0.630654,3.41119,0.951403,,,0.0,0.0
82,mixed,580.5,0.112834,0.006029,0.714286,0.788975,0.525109,0.985447,0.841772,1.0,0.310777,4.689819,0.580027,3.499463,0.80128,3.52773,0.585009,0.788975,0.652838,0.994983,0.895798,1.0,0.013133,4.881212,0.651072,3.59033,0.886379,,,0.106804,0.006029
83,lvo,114.5,0.349345,0.034934,0.75,0.912664,0.511962,0.962617,0.92233,1.0,0.757895,4.594579,0.457382,3.247634,0.73052,2.861498,0.754219,0.912664,0.62201,0.984615,0.914062,1.0,0.059829,4.78482,0.586091,3.412963,0.833829,,,0.31441,0.030568
83,nlvo,384.0,0.134115,0.001302,0.0,0.85026,0.419602,0.923358,0.810277,1.0,0.44878,4.715287,0.492395,3.638528,0.89257,2.808936,0.787065,0.85026,0.520674,0.952941,0.839506,1.0,0.003676,4.900143,0.583175,3.806197,0.986089,,,0.119792,0.001302
83,other,65.0,0.0,0.0,,0.876923,0.763158,0.977011,0.905882,1.0,0.0,4.5845,0.46154,3.318399,0.94633,,,0.876923,0.798246,0.956044,0.988506,1.0,0.0,4.629635,0.498666,3.28195,0.97825,,,0.0,0.0
83,mixed,563.5,0.162378,0.007986,0.666667,0.866016,0.479508,0.942308,0.854875,1.0,0.435013,4.663376,0.481945,3.485528,0.884909,2.832012,0.770911,0.866016,0.574795,0.960784,0.881262,1.0,0.016842,4.82954,0.578753,3.628194,0.974871,,,0.145519,0.007098
84,lvo,89.0,0.207865,0.016854,0.666667,0.702247,0.736,0.978261,0.966667,1.0,0.413793,4.268938,0.584083,3.270835,0.785994,3.660916,0.60287,0.702247,0.8,0.97,0.989691,1.0,0.03125,4.380115,0.676709,3.267207,0.774197,,,0.202247,0.016854
84,nlvo,304.5,0.090312,0.004926,0.666667,0.72578,0.542986,0.954167,0.89083,1.0,0.259804,4.364197,0.906667,3.495065,0.882608,3.739791,0.931422,0.72578,0.613122,0.96679,0.908397,1.0,0.012605,4.516279,0.953487,3.588494,0.921156,,,0.087028,0.004926
84,other,56.0,0.0,0.0,,0.741071,0.650602,1.0,0.851852,1.0,0.0,4.488127,0.550858,3.656685,0.739852,,,0.741071,0.759036,0.984127,0.951613,1.0,0.0,4.6511,0.650389,3.676537,0.739753,,,0.0,0.0
84,mixed,449.5,0.102336,0.006674,0.666667,0.723026,0.593846,0.966321,0.903485,1.0,0.264095,4.35883,0.79813,3.464359,0.847497,3.707886,0.81161,0.723026,0.667692,0.970046,0.933492,1.0,0.015267,4.504476,0.859625,3.527434,0.874659,,,0.098999,0.006674
85,lvo,27.0,0.018519,0.018519,0.0,0.5,0.444444,1.0,0.833333,1.0,0.1,4.629286,0.400715,4.16942,0.904322,,,0.5,0.592593,1.0,0.875,1.0,0.071429,4.892539,0.584046,3.60839,1.616207,,,0.018519,0.018519
85,nlvo,122.5,0.004082,0.0,,0.62449,0.196078,0.733333,0.363636,1.0,0.125,4.986226,0.438431,4.492039,1.204862,,,0.62449,0.346405,0.886792,0.553191,1.0,0.0,5.295351,0.490853,4.337442,1.626624,,,0.004082,0.0
85,other,17.5,0.0,0.0,,0.571429,0.45,1.0,0.777778,1.0,0.0,,,,,,,0.571429,0.6,1.0,0.75,1.0,0.0,4.490182,0.922099,4.538397,0.630237,,,0.0,0.0
85,mixed,167.0,0.005988,0.002994,0.0,0.598802,0.255,0.843137,0.581395,1.0,0.08,4.746017,0.580375,4.391125,1.020565,,,0.598802,0.405,0.925926,0.653333,1.0,0.020408,5.096499,0.653558,4.214064,1.529484,,,0.005988,0.002994
86,lvo,107.0,0.154206,0.051402,0.272727,0.771028,0.70303,0.948276,0.890909,1.0,0.336735,4.678746,0.5835,3.176268,1.001469,3.438014,0.686714,0.771028,0.830303,0.978102,0.925373,1.0,0.064516,4.827683,0.643464,3.321503,1.055743,,,0.154206,0.037383
86,nlvo,425.0,0.098824,0.012941,0.636364,0.717647,0.485246,0.942568,0.810036,1.0,0.358407,4.756276,0.539414,3.457167,1.008524,3.66638,0.595315,0.717647,0.6,0.97541,0.851541,1.0,0.029605,4.932618,0.608266,3.655146,1.08852,,,0.095294,0.010588
86,other,72.0,0.0,0.0,,0.729167,0.647619,0.941176,0.828125,1.0,0.0,4.703335,0.438129,3.431439,1.072149,,,0.729167,0.742857,0.987179,0.922078,1.0,0.0,4.829789,0.528068,3.586164,1.14722,,,0.0,0.0
86,mixed,604.0,0.096854,0.018212,0.454545,0.728477,0.545455,0.94375,0.83223,1.0,0.302387,4.73004,0.537543,3.385323,1.020674,3.600274,0.628703,0.728477,0.660227,0.977625,0.878521,1.0,0.034068,4.894069,0.607848,3.567083,1.095895,5.822706,0.823677,0.094371,0.014073
87,lvo,81.5,0.251534,0.018405,0.666667,0.638037,0.730769,1.0,0.960526,1.0,0.534247,4.660237,0.426072,2.542043,0.802974,3.308762,0.706723,0.638037,0.865385,1.0,0.944444,1.0,0.035294,4.819338,0.542677,2.674207,0.928257,,,0.239264,0.018405
87,nlvo,332.5,0.109774,0.0,,0.518797,0.530435,1.0,0.89071,1.0,0.417178,4.668216,0.602215,2.997329,0.87965,3.425828,0.570751,0.518797,0.634783,1.0,0.90411,1.0,0.0,4.839044,0.673781,3.110563,0.937051,,,0.102256,0.0
87,other,49.0,0.0,0.0,,0.622449,0.688525,1.0,0.952381,1.0,0.0,4.550451,0.652745,2.843028,0.983597,,,0.622449,0.803279,1.0,0.959184,1.0,0.0,4.72038,0.735918,2.908873,1.039849,,,0.0,0.0
87,mixed,463.0,0.12311,0.00324,0.666667,0.550756,0.590196,1.0,0.916944,1.0,0.387681,4.649769,0.570304,2.860843,0.894425,3.383159,0.623023,0.550756,0.701961,1.0,0.921788,1.0,0.009091,4.817848,0.651948,2.973259,0.964914,,,0.115551,0.00324
88,lvo,71.0,0.260563,0.06338,0.444444,0.661972,0.744681,0.985714,0.956522,1.0,0.545455,4.520047,0.49983,1.69753,1.37801,3.628188,0.486515,0.661972,0.797872,0.986667,1.0,1.0,0.081081,4.594716,0.559359,1.772869,1.388893,,,0.253521,0.042254
88,nlvo,354.5,0.110014,0.005642,1.0,0.664316,0.488323,0.965217,0.864865,1.0,0.390625,4.670299,0.469618,2.466659,1.586801,3.651473,0.634899,0.664316,0.592357,0.97491,0.889706,1.0,0.016529,4.847363,0.576202,2.739077,1.668752,,,0.105783,0.005642
88,other,47.0,0.0,0.0,,0.595745,0.642857,0.916667,0.787879,1.0,0.0,4.702338,0.467134,2.516951,1.747305,,,0.595745,0.785714,0.954545,0.809524,1.0,0.0,4.894918,0.592026,2.79311,1.7094,,,0.0,0.0
88,mixed,472.5,0.121693,0.013757,0.615385,0.657143,0.541063,0.964286,0.876543,1.0,0.390845,4.642429,0.478605,2.307985,1.58947,3.643921,0.588733,0.657143,0.640902,0.974874,0.902062,1.0,0.028571,4.805011,0.582482,2.560649,1.664447,,,0.11746,0.010582
89,lvo,49.0,0.183673,0.020408,0.5,0.5,0.693878,0.970588,1.0,1.0,0.515152,4.301662,0.884473,2.93214,0.602455,3.73024,0.767369,0.5,0.816327,0.975,1.0,1.0,0.025641,4.495548,0.938688,2.97595,0.59651,,,0.173469,0.010204
89,nlvo,240.0,0.102083,0.002083,1.0,0.4875,0.679487,0.981132,0.858974,1.0,0.350746,4.652567,0.490818,3.526255,0.9182,3.74942,0.672401,0.4875,0.782051,0.983607,0.9,1.0,0.006173,4.79084,0.581131,3.62844,0.972308,,,0.097917,0.002083
89,other,33.0,0.0,0.0,,0.439394,0.862069,0.88,0.863636,1.0,0.0,4.546869,0.808874,3.127472,0.728642,,,0.439394,0.896552,0.923077,0.958333,1.0,0.0,4.587879,0.819655,3.263,0.865429,,,0.0,0.0
89,mixed,322.0,0.104037,0.004658,0.666667,0.484472,0.698718,0.96789,0.881517,1.0,0.344086,4.585717,0.618727,3.391757,0.885794,3.744325,0.692636,0.484472,0.798077,0.975904,0.921811,1.0,0.008929,4.722211,0.683946,3.487626,0.942482,,,0.099379,0.003106
90,lvo,52.0,0.288462,0.048077,1.0,0.557692,0.810345,1.0,0.93617,1.0,0.636364,4.543491,0.519205,2.541466,0.791642,3.298658,0.450725,0.557692,0.913793,1.0,1.0,1.0,0.09434,4.663666,0.595749,2.575914,0.833701,,,0.269231,0.048077
90,nlvo,125.5,0.14741,0.007968,1.0,0.549801,0.594203,1.0,0.926829,1.0,0.473684,4.360216,0.528322,2.862856,1.006155,2.883634,0.904048,0.549801,0.681159,1.0,0.989362,1.0,0.021505,4.524024,0.655298,2.915605,0.976527,,,0.143426,0.007968
90,other,28.5,0.0,0.0,,0.631579,0.833333,1.0,0.933333,1.0,0.0,4.455182,0.481445,2.909622,0.907182,,,0.631579,0.861111,1.0,1.0,1.0,0.0,4.496517,0.526336,2.934759,0.902849,,,0.0,0.0
90,mixed,206.0,0.162621,0.01699,1.0,0.563107,0.685345,1.0,0.930818,1.0,0.432432,4.432309,0.520189,2.776677,0.936037,3.065207,0.76432,0.563107,0.767241,1.0,0.994382,1.0,0.039548,4.560812,0.617624,2.817797,0.931879,,,0.15534,0.01699
91,lvo,113.0,0.185841,0.022124,0.4,0.659292,0.771812,1.0,0.93913,1.0,0.37963,4.408732,0.549169,3.247141,0.572657,3.057771,1.06697,0.659292,0.85906,1.0,0.992188,1.0,0.03937,4.532741,0.6395,3.236219,0.655039,,,0.181416,0.022124
91,nlvo,405.0,0.082716,0.002469,0.0,0.553086,0.571429,0.980469,0.908367,1.0,0.29386,4.572845,0.617183,3.299667,0.75096,3.466627,0.637574,0.553086,0.683036,0.990196,0.933993,1.0,0.007067,4.757096,0.70375,3.334547,0.820528,,,0.082716,0.002469
91,other,76.5,0.0,0.0,,0.627451,0.822917,1.0,0.949367,1.0,0.0,4.346184,0.691536,3.421737,0.542569,,,0.627451,0.864583,1.0,1.0,1.0,0.0,4.407774,0.728558,3.312557,0.804668,,,0.0,0.0
91,mixed,594.5,0.091674,0.005887,0.285714,0.582843,0.649351,0.988889,0.923596,1.0,0.262774,4.491113,0.620664,3.307764,0.675833,3.311413,0.8462,0.582843,0.746032,0.994197,0.959144,1.0,0.014199,4.645469,0.705251,3.30651,0.779597,,,0.090833,0.005887
92,lvo,113.0,0.287611,0.154867,0.428571,0.792035,0.681564,0.983607,0.958333,1.0,0.556522,4.515972,0.452389,2.628637,1.04143,3.371501,0.490525,0.792035,0.759777,0.992647,0.985185,1.0,0.210526,4.63376,0.553418,2.622248,1.070599,5.236996,0.746729,0.283186,0.123894
92,nlvo,410.5,0.095006,0.008526,0.428571,0.733252,0.453488,0.930403,0.874016,1.0,0.346847,4.714259,0.503343,2.660476,1.173917,3.586547,0.614775,0.733252,0.563123,0.943953,0.9125,1.0,0.020548,4.904181,0.596891,2.814683,1.272271,,,0.093788,0.007308
92,other,100.0,0.0,0.0,,0.79,0.677215,0.962617,0.941748,1.0,0.0,4.600687,0.501195,2.837407,0.999195,,,0.79,0.797468,0.97619,0.926829,1.0,0.0,4.761628,0.601872,3.006124,1.171109,,,0.0,0.0
92,mixed,623.5,0.114675,0.033681,0.428571,0.753007,0.534611,0.950199,0.909853,1.0,0.324885,4.641862,0.497194,2.690672,1.106196,3.488937,0.570082,0.753007,0.640043,0.96173,0.932526,1.0,0.06308,4.813101,0.598011,2.810476,1.211417,5.27302,0.806959,0.113071,0.027265
93,lvo,122.0,0.286885,0.061475,0.266667,0.651639,0.893082,0.957746,0.948529,1.0,0.534884,4.388863,0.53157,2.933814,0.951973,3.420149,0.588704,0.651639,0.943396,0.993333,0.993289,1.0,0.101351,4.454634,0.587444,2.96005,1.098004,3.966253,1.20596,0.282787,0.061475
93,nlvo,463.5,0.104639,0.002157,0.0,0.501618,0.739785,0.950581,0.923547,1.0,0.317881,4.616691,0.475751,3.160385,0.780202,3.470831,0.662159,0.501618,0.825806,0.96875,0.922043,1.0,0.005831,4.72299,0.549033,3.303179,0.941444,,,0.10356,0.002157
93,other,86.0,0.0,0.0,,0.598837,0.825243,0.976471,0.915663,1.0,0.0,4.477554,0.53658,3.116725,0.855903,,,0.598837,0.92233,0.968421,0.967391,1.0,0.0,4.596441,0.616125,3.152722,0.836984,,,0.0,0.0
93,mixed,671.5,0.124348,0.012658,0.235294,0.541325,0.78542,0.956217,0.928571,1.0,0.325444,4.539321,0.508281,3.097313,0.841388,3.449637,0.63112,0.541325,0.865199,0.974563,0.946166,1.0,0.02931,4.639881,0.579,3.197195,0.976642,4.0273,1.164526,0.122859,0.012658
94,lvo,74.0,0.331081,0.02027,1.0,0.945946,0.721429,0.990099,0.88,1.0,0.556818,4.658147,0.43112,3.407565,0.739542,3.428805,0.685454,0.945946,0.842857,0.991525,0.948718,1.0,0.027027,4.802677,0.534457,3.486267,0.777587,,,0.331081,0.02027
94,nlvo,270.5,0.096118,0.005545,1.0,0.950092,0.439689,0.969027,0.780822,1.0,0.298246,4.687885,0.579644,3.617578,0.877622,3.638285,0.458477,0.950092,0.548638,0.98227,0.880866,1.0,0.012295,4.879544,0.647943,3.731489,0.892597,,,0.09427,0.005545
94,other,49.5,0.0,0.0,,0.959596,0.663158,0.968254,0.885246,1.0,0.0,4.553385,0.535973,3.418063,0.656768,,,0.959596,0.726316,0.956522,0.984848,1.0,0.0,4.653155,0.607524,3.412138,0.651724,,,0.0,0.0
94,mixed,394.0,0.128173,0.007614,1.0,0.950508,0.520694,0.974359,0.823684,1.0,0.319489,4.658457,0.538696,3.530284,0.81522,3.53564,0.587405,0.950508,0.626168,0.98081,0.913043,1.0,0.014286,4.826898,0.619181,3.623297,0.842791,,,0.126904,0.007614
95,lvo,3.0,0.0,0.0,,0.5,0.333333,1.0,1.0,1.0,0.0,,,,,,,0.5,1.0,1.0,1.0,1.0,0.0,,,,,,,0.0,0.0
95,nlvo,29.5,0.050847,0.0,,0.59322,0.371429,0.923077,0.583333,1.0,0.428571,4.828024,0.810269,4.22092,0.594738,,,0.59322,0.514286,1.0,0.888889,1.0,0.0,5.035613,0.763168,4.377596,0.786064,,,0.050847,0.0
95,other,6.0,0.0,0.0,,0.5,0.333333,1.0,1.0,1.0,0.0,,,,,,,0.5,0.666667,1.0,0.75,1.0,0.0,,,,,,,0.0,0.0
95,mixed,38.5,0.038961,0.0,,0.571429,0.363636,0.9375,0.666667,1.0,0.3,4.656528,0.898713,3.856064,1.030517,,,0.571429,0.568182,1.0,0.88,1.0,0.0,5.002586,0.854314,4.058962,1.032168,,,0.038961,0.0
96,lvo,79.5,0.226415,0.18239,0.448276,0.798742,0.700787,0.977528,0.896552,1.0,0.448718,4.608331,0.469866,3.245153,0.803868,3.601112,0.769894,0.798742,0.795276,0.980198,0.919192,1.0,0.274725,4.738195,0.567327,3.228334,0.871057,4.442543,0.767041,0.220126,0.157233
96,nlvo,360.0,0.051389,0.019444,0.5,0.670833,0.436853,0.924171,0.85641,1.0,0.203593,4.639682,0.609261,3.503585,0.954956,3.564153,0.540048,0.670833,0.563147,0.970588,0.840909,1.0,0.045045,4.86958,0.688561,3.66972,1.093178,,,0.047222,0.013889
96,other,53.0,0.0,0.0,,0.735849,0.653846,0.960784,0.877551,1.0,0.0,4.523232,0.550587,3.400735,0.805655,,,0.735849,0.74359,0.982759,0.929825,1.0,0.0,4.659925,0.637229,3.357768,0.900609,,,0.0,0.0
96,mixed,492.5,0.074112,0.043655,0.465116,0.698477,0.510174,0.94302,0.870091,1.0,0.239583,4.614813,0.568454,3.420433,0.90065,3.5829,0.662006,0.698477,0.626453,0.974478,0.871429,1.0,0.095628,4.810578,0.658768,3.523343,1.036227,4.318323,1.083996,0.070051,0.035533
97,lvo,99.0,0.323232,0.106061,0.52381,0.989899,0.683673,0.970149,0.869231,1.0,0.548673,4.538028,0.605225,3.482534,0.753291,2.857445,0.966805,0.989899,0.739796,0.986207,0.972028,1.0,0.122302,4.621629,0.651438,3.538736,0.788053,5.092893,0.283703,0.313131,0.085859
97,nlvo,467.5,0.104813,0.002139,0.5,0.990374,0.420086,0.907455,0.779037,1.0,0.330909,4.514095,0.913254,3.772422,0.923813,3.166569,0.843318,0.990374,0.506479,0.955224,0.852679,1.0,0.005236,4.714241,0.942879,3.930327,0.976611,,,0.097326,0.002139
97,other,75.5,0.0,0.0,,0.993377,0.593333,0.921348,0.829268,1.0,0.0,4.565898,0.502967,3.690613,0.834312,,,0.993377,0.686667,0.951456,0.928571,1.0,0.0,4.712937,0.599201,3.77619,0.871032,,,0.0,0.0
97,mixed,642.0,0.126168,0.017913,0.521739,0.990654,0.481132,0.923203,0.80708,1.0,0.335526,4.526869,0.803837,3.693849,0.881222,3.041303,0.905204,0.990654,0.563679,0.960948,0.888244,1.0,0.031046,4.695325,0.84792,3.82713,0.937767,5.09416,0.278964,0.119159,0.014798
98,lvo,56.5,0.371681,0.0,,1.0,0.469027,1.0,0.981132,1.0,0.788462,4.471495,0.605464,3.253759,0.586928,3.556468,0.563385,1.0,0.530973,0.983333,1.0,1.0,0.0,4.611518,0.689707,3.29443,0.577277,,,0.362832,0.0
98,nlvo,228.0,0.162281,0.0,,0.995614,0.306167,0.964029,0.925373,1.0,0.580645,4.67335,0.440306,3.540649,0.594471,3.624458,0.549259,0.995614,0.418502,0.968421,0.809783,1.0,0.0,4.950885,0.596189,3.800354,0.792156,,,0.157895,0.0
98,other,38.5,0.0,0.0,,1.0,0.480519,0.972973,0.805556,1.0,0.0,4.717556,0.509621,3.61479,0.763591,,,1.0,0.545455,1.0,0.833333,1.0,0.0,4.847138,0.596525,3.680755,0.765446,,,0.0,0.0
98,mixed,323.0,0.179567,0.0,,0.996904,0.35559,0.973799,0.919283,1.0,0.55122,4.633775,0.500172,3.484434,0.633799,3.599789,0.552887,0.996904,0.453416,0.976027,0.852632,1.0,0.0,4.86623,0.628924,3.677994,0.772823,,,0.174923,0.0
99,lvo,96.5,0.222798,0.020725,0.5,0.678756,0.763359,1.0,0.91,1.0,0.43956,4.541765,0.490945,3.516383,0.705815,3.400216,0.530849,0.678756,0.862595,1.0,0.929204,1.0,0.028571,4.675688,0.594665,3.5739,0.736525,,,0.207254,0.015544
99,nlvo,607.0,0.088962,0.001647,0.0,0.540362,0.63872,0.909308,0.795276,1.0,0.339934,4.660516,0.609774,3.731824,0.749108,3.387625,0.546731,0.540362,0.748476,0.953157,0.852564,1.0,0.0,4.808221,0.668132,3.923223,0.865505,,,0.084843,0.0
99,other,119.0,0.0,0.0,,0.521008,0.709677,0.931818,0.878049,1.0,0.0,4.562193,0.473966,3.601336,0.925263,,,0.521008,0.798387,0.969697,0.875,1.0,0.0,4.689698,0.576252,3.765589,1.021642,,,0.0,0.0
99,mixed,822.5,0.091793,0.003647,0.333333,0.553799,0.666301,0.927512,0.827709,1.0,0.306867,4.626698,0.575052,3.674552,0.773329,3.391147,0.540501,0.553799,0.771679,0.963016,0.868538,1.0,0.005102,4.770226,0.646319,3.842564,0.878332,,,0.08693,0.001824
100,lvo,188.5,0.196286,0.029178,0.454545,0.774536,0.5,0.993151,0.958621,1.0,0.532374,4.502963,0.504986,2.546122,1.078986,3.459833,0.751599,0.774536,0.568493,0.993976,0.987879,1.0,0.06135,4.639404,0.601755,2.562546,1.078633,,,0.196286,0.026525
100,nlvo,649.0,0.077042,0.0,,0.620185,0.351553,0.992933,0.875445,1.0,0.402439,4.756833,0.471618,2.651908,1.232251,3.597859,0.592793,0.620185,0.447205,0.986111,0.932394,1.0,0.0,4.95778,0.571862,2.632956,1.349842,,,0.076271,0.0
100,other,110.0,0.0,0.0,,0.713636,0.503185,0.974684,0.935065,1.0,0.0,4.661667,0.437111,2.504335,1.163775,,,0.713636,0.630573,0.989899,0.908163,1.0,0.0,4.874877,0.579464,2.687722,1.270666,,,0.0,0.0
100,mixed,947.5,0.091821,0.005805,0.454545,0.661741,0.405104,0.990157,0.908549,1.0,0.378556,4.669071,0.488155,2.598823,1.178851,3.538819,0.66683,0.661741,0.498405,0.9888,0.943366,1.0,0.017153,4.860087,0.595925,2.622842,1.268931,,,0.091293,0.005277
101,lvo,114.0,0.342105,0.004386,1.0,0.570175,0.846154,0.972727,0.915888,1.0,0.663265,4.576461,0.489498,3.131419,0.769281,3.122351,0.581716,0.570175,0.9,0.974359,0.973684,1.0,0.009009,4.638713,0.535647,3.181268,0.808512,,,0.285088,0.004386
101,nlvo,353.5,0.152758,0.0,,0.499293,0.725212,0.949219,0.843621,1.0,0.502439,4.662921,0.573676,3.578301,0.809835,3.008606,0.827162,0.499293,0.84136,0.983165,0.880137,1.0,0.0,4.802215,0.637793,3.732652,0.901254,,,0.145686,0.0
101,other,62.5,0.0,0.0,,0.544,0.779412,0.943396,0.84,1.0,0.0,4.559618,0.504664,3.097253,0.893103,,,0.544,0.838235,0.982456,0.982143,1.0,0.0,4.630427,0.551794,3.209976,0.985085,,,0.0,0.0
101,mixed,530.0,0.175472,0.000943,1.0,0.519811,0.760436,0.954654,0.8625,1.0,0.486957,4.627156,0.544952,3.398629,0.838532,3.052614,0.742067,0.519811,0.854809,0.980892,0.915584,1.0,0.002364,4.74081,0.608056,3.533242,0.925878,,,0.158491,0.000943
102,lvo,15.5,0.354839,0.0,,0.870968,0.740741,1.0,0.95,1.0,0.526316,4.818347,0.398967,1.760961,0.999914,,,0.870968,0.777778,1.0,1.0,1.0,0.0,4.855494,0.424491,1.776127,0.97707,,,0.322581,0.0
102,nlvo,63.0,0.246032,0.0,,0.81746,0.466019,0.958333,0.934783,1.0,0.697674,4.680952,0.641004,2.222615,1.235919,3.722887,0.658384,0.81746,0.601942,0.967742,0.95,1.0,0.0,4.912965,0.712264,2.193703,1.162127,,,0.238095,0.0
102,other,14.0,0.0,0.0,,0.857143,0.458333,1.0,1.0,1.0,0.0,4.751823,0.327778,2.113855,1.118806,,,0.857143,0.541667,1.0,0.923077,1.0,0.0,4.878344,0.431419,2.319936,1.490068,,,0.0,0.0
102,mixed,92.5,0.227027,0.0,,0.832432,0.512987,0.974684,0.948052,1.0,0.547945,4.725604,0.551056,2.087168,1.165464,3.723999,0.649198,0.832432,0.623377,0.979167,0.957447,1.0,0.0,4.895705,0.622729,2.117872,1.176596,,,0.216216,0.0
103,lvo,91.0,0.269231,0.027473,1.0,0.681319,0.701613,0.977011,0.929412,1.0,0.607595,4.383274,0.683873,3.135199,0.58782,3.828351,0.527696,0.681319,0.798387,0.989899,0.938776,1.0,0.054348,4.538058,0.766761,3.218369,0.686221,,,0.263736,0.027473
